Allen Edmonds,https://www.ebay.co.uk/sch/i.html?_from=R40&_nkw=allen%20edmonds&_sacat=0&rt=nc&_udhi=20
Carmina,https://www.ebay.co.uk/sch/i.html?_dcat=53120&_fsrp=1&_nkw=carmina&_sacat=93427&_from=R40&Upper%2520Material=Leather%7C%21&Brand=Carmina%7C%21&_udhi=50&rt=nc
Meermin, https://www.ebay.co.uk/sch/53120/i.html?_dcat=53120&_fsrp=1&Upper%2520Material=Leather%7C!&_nkw=meermin&_sacat=53120&_from=R40&rt=nc&_udhi=30
JM Weston, https://www.ebay.co.uk/sch/i.html?_dcat=53120&_fsrp=1&Upper%2520Material=Bullhide%2520Leather%7CLeather%7C%21&_nkw=JM%20Weston&_sacat=0&_from=R40&LH_TitleDesc=0&rt=nc&_udhi=50
